"","NAME","PERMIT_NO","ADDRESS","CITY","ZIP_CODE","PHONE","CONTACT","PUMPS","CNG_DEV","CPCODE","CPNAME","ACREAGE","SHAPE_AREA","SHAPE_LEN","latitude","longitude"
"274","CHEVRON-PHIL M. MAESTAS",11947,"4180 PARK BLVD","SAN DIEGO",92103,"619-291-5211",NA,24,0,42,"UPTOWN",2646.93163314,115753599.083,61250.8361473,-117.146694076333,32.7540321856483
"275","CHEVRON-RAMONA",11942,"802 MAIN ST","RAMONA",92065,"760-789-6583","DONALD GINOS - PRESIDENT",32,0,NA,NA,NA,NA,NA,-116.865375767277,33.0434018717274
"276","CHEVRON-SCRIPPS MIRAMAR CAR WASH",1908,"9650 MIRAMAR RD","SAN DIEGO",92126,"619-234-7989",NA,34,0,15,"MIRA MESA",10729.0159538,467349981.008,107975.395374,-117.121039914464,32.8942867771607
"277","CHEVRON-SMR CHEVRON",12934,"9749 CAMPO RD","SPRING VALLEY",91977,"619-469-6881",NA,32,0,NA,NA,NA,NA,NA,-116.985707822881,32.7476731204001
"278","CHEVRON-SWEETWATER CAR WASH",14715,"1999 SWEETWATER RD","NATIONAL CITY",91950,NA,NA,44,0,NA,NA,NA,NA,NA,-117.079381308653,32.6616533357886
"279","CIRCLE K - #2702981",2443,"12320 WILLOW RD","LAKESIDE",92040,"602-728-3593",NA,12,0,NA,NA,NA,NA,NA,-116.923508944361,32.8745822936515
"280","CIRCLE K - #5095",7133,"4360 GENESEE AVE","SAN DIEGO",92117,"602-728-3593",NA,12,0,6,"CLAIREMONT MESA",8539.17388935,371970138.828,91823.2606488,-117.184277861299,32.8226883366831
"281","CIRCLE K - #8545",5985,"1161 E VALLEY PKWY","ESCONDIDO",92025,"602-728-3593",NA,12,0,NA,NA,NA,NA,NA,-117.06714455395,33.1299808713892
"282","CIRCLE K - #8688",6757,"10520 CAM RUIZ","MIRA MESA",92126,"602-278-3593",NA,12,0,15,"MIRA MESA",10729.0159538,467349981.008,107975.395374,-117.145812768453,32.9087180228684
"283","CIRCLE K/76 #2702955",13834,"10219 MAST BLVD","SANTEE",92071,"281-293-1000",NA,12,0,NA,NA,NA,NA,NA,-116.975007114649,32.854737130267
"284","CIRCLE K/76 #2702987",13836,"1291 HOLLISTER","SAN DIEGO",92154,"281-293-1000",NA,12,0,25,"OTAY MESA-NESTOR",5367.82083453,233822275.552,95210.7085828,-117.083775879074,32.5731520000159
"285","CIRCLE K/76 #2705213",13844,"1061 EL NORTE PKWY","ESCONDIDO",92026,"281-293-1000",NA,24,0,NA,NA,NA,NA,NA,-117.107516491694,33.1467382104813
"286","CIRCLE K/76 #2707953",13841,"481 SWEETWATER RD","SPRING VALLEY",91977,"281-293-1000",NA,12,0,NA,NA,NA,NA,NA,-117.010291214378,32.7064421481623
"287","CIRCLE K/76 #2708581",13842,"1666 ALPINE BLVD","ALPINE",91901,"281-293-1000",NA,12,0,NA,NA,NA,NA,NA,-116.778740924027,32.8380822560406
"288","CIRCLE K/76 #2708675",13843,"8899 LA MESA BLVD","LA MESA",91941,"281-293-1000",NA,12,0,NA,NA,NA,NA,NA,-117.004919329666,32.7730787991589
"289","CIRCLE MARKET",12239,"3504 BANCROFT DR","SPRING VALLEY",91977,"619-464-6957",NA,12,0,NA,NA,NA,NA,NA,-117.003777563814,32.7447729633973
"290","CITGO-SUPER 7 #19273/7-ELEVEN, INC",2159,"7801 CLAIREMONT MESA BLVD","SAN DIEGO",92111,"465-2101",NA,32,0,50,"KEARNY MESA",4422.62522793,192654079.159,85207.8673967,-117.152858974519,32.8323831328281
"291","CITGO-SUPER 7 #19548/7-ELEVEN, INC",2160,"13801 MANGO DR","DEL MAR",92014,"278-2101",NA,24,0,40,"TORREY PINES",2722.31778494,118584162.712,101824.664393,-117.24708362437,32.9491475460161
"292","CLAIREMONT AUTO CARE",13579,"4495 CLAIREMONT MESA BLVD","SAN DIEGO",92117,"619-972-6566",NA,18,0,6,"CLAIREMONT MESA",8539.17388935,371970138.828,91823.2606488,-117.195179190719,32.8341818338395
"293","CLAIREMONT EQUIPMENT RENTALS",642,"1330 W MISSION RD","ESCONDIDO",92029,"278-8351",NA,2,0,NA,NA,NA,NA,NA,-117.108654397241,33.1256403839381
"294","CLAIREMONT EQUIPMENT RENTALS",774,"4726 CONVOY ST","SAN DIEGO",92111,"278-8351",NA,2,0,50,"KEARNY MESA",4422.62522793,192654079.159,85207.8673967,-117.154539059069,32.8274946420071
"295","CORONADO ISLAND EXPRESS",2080,"400 ORANGE AVE","CORONADO",92118,"619-435-8180",NA,12,0,NA,NA,NA,NA,NA,-117.175363726967,32.6944985496634
"296","COSTCO WHOLESALE #401/ATTN:LICENSING",457,"4605 MORENA BLVD","SAN DIEGO",92117,NA,NA,32,0,6,"CLAIREMONT MESA",8539.17388935,371970138.828,91823.2606488,-117.225387130895,32.8223433285076
"297","COSTCO WHOLESALE #460/ATTN:LICENSING",10563,"895 E H ST","CHULA VISTA",91910,NA,NA,32,0,NA,NA,NA,NA,NA,-117.022053179799,32.6372616378822
"298","COSTCO WHOLESALE #483",11399,"650 GATEWY CENTER DR","SAN DIEGO",92102,"619-358-2303",NA,24,0,37,"SOUTHEASTERN SAN DIEGO,SOUTHEASTERN",2928.98056395,127586393.366,62401.1417428,-117.116096929036,32.7127143227896
"299","COSTCO WHOLESALE #775",14468,"12155 TECH CENTER DR","POWY",92064,"425-313-8100",NA,32,0,NA,NA,NA,NA,NA,-117.033043032195,32.9367158483337
"300","COSTCO WHOLESALE CORP. #488",11380,"2345 FENTON PKWY","SAN DIEGO",92108,"619-358-4003",NA,32,0,19,"MISSION VALLEY",3215.64828623,140082535.581,89502.8557087,-117.12890163462,32.7799020598893
"301","COUNTY OF SAN DIEGO PUBLIC WKS/BONSALL",10344,"2370 PALA RD","FALLBROOK",92003,NA,NA,4,0,NA,NA,NA,NA,NA,-117.220584327952,33.2987498853736
"302","COUNTY OF SAN DIEGO PUBLIC WKS/PALOMAR",10345,"20745 STATE PARK RD","PALOMAR",92060,NA,NA,2,0,NA,NA,NA,NA,NA,-116.883474432051,33.3184966774988
"303","COUNTY OF SAN DIEGO/ALPINE RD STATION",10340,"2914 TAVERN RD","ALPINE",91901,NA,NA,4,0,NA,NA,NA,NA,NA,-116.78088982052,32.8094994843628
"304","COUNTY OF SAN DIEGO/BORREGO RD STATION",10350,"1550 RANGO WY","BORREGO SPRIN",92004,NA,NA,4,0,NA,NA,NA,NA,NA,-116.353135407626,33.2227905345139
"305","COUNTY OF SAN DIEGO/CAMPO RD STATION",10332,"970 FOREST GATE RD","CAMPO",91906,NA,NA,4,0,NA,NA,NA,NA,NA,-116.473091238991,32.6095828111273
"306","COUNTY OF SAN DIEGO/DIVISION 1",13651,"11970 SINGER LN","SPRING VALLEY",91977,NA,NA,4,0,NA,NA,NA,NA,NA,-116.942061765846,32.737195957501
"307","COUNTY OF SAN DIEGO/ENCINITAS FLEET GAR",10403,"179 N EL CAM REAL","ENCINITAS",92024,NA,NA,2,0,NA,NA,NA,NA,NA,-117.256770602905,33.0496444467419
"308","COUNTY OF SAN DIEGO/FLEET GARAGE",10404,"1251 UNION ST","SAN DIEGO",92101,NA,NA,2,0,4,"DOWNTOWN",1516.21502084,66053186.5307,55781.5643997,-117.165183870977,32.7183495351095
"309","COUNTY OF SAN DIEGO/MT.LAGUNA RD STATI",10041,"33947 MTLAGUNA DR","MT.LAGUNA",91948,NA,NA,2,0,NA,NA,NA,NA,NA,-116.418201376923,32.8621751964645
"310","COUNTY OF SAN DIEGO/OPERATIONS CENTER",10346,"5555 OVERLAND AVE","SAN DIEGO",92123,NA,NA,6,0,50,"KEARNY MESA",4422.62522793,192654079.159,85207.8673967,-117.130867168261,32.835081244433
"311","COUNTY OF SAN DIEGO/VISTA REGIONAL CENT",10336,"325 MELROSE DR","VISTA",92083,NA,NA,4,0,NA,NA,NA,NA,NA,-117.254894729784,33.200703314549
"312","CROWN POINT GAS",15352,"3804 INGRAHAM ST","SAN DIEGO",92109,NA,NA,30,0,27,"PACIFIC BEACH",2609.08329077,113649440.618,60036.3387182,-117.237991378495,32.7890012853844
"313","CROWNAIR/AIR 88, INC.",5694,"3753 JOHN J MONTGOMERY DR","SAN DIEGO",92123,"619-277-1453",NA,2,0,50,"KEARNY MESA",4422.62522793,192654079.159,85207.8673967,-117.139646364917,32.8151479454887
"314","DAN SMITH'S ALPINE BLVD GAS & DIESEL",15804,"2232 ALPINE BLVD","ALPINE",91901,"619 659-3267",NA,28,0,NA,NA,NA,NA,NA,-116.765454068414,32.8357771515369
"315","DANA LANDING FUEL DOCK",1458,"2590 INGRAHAM ST","SAN DIEGO",92109,"619-226-2929",NA,4,0,17,"MISSION BAY PARK",4292.9465176,187023803.41,76708.5955355,-117.235170546967,32.7683799423834
"316","DANIEL'S LIQUOR",5339,"1350 MAIN ST","RAMONA",92065,"789-1155",NA,24,0,NA,NA,NA,NA,NA,-116.874469311994,33.038406039563
"317","EAGLE GAS & LP",2062,"8445 LOS COCHES RD","EL CAJON",92021,"619-443-8888",NA,28,0,NA,NA,NA,NA,NA,-116.903577969104,32.8281729232414
"318","EMERALD OIL",11633,"4142 ADAMS AVE","SAN DIEGO",92116,"619-283-2301",NA,18,0,58,"MID-CITY:KENSINGTON-TALMADGE",1156.7904467,50389965.153,32385.5998705,-117.105966106722,32.7635636493275
"319","EMERALD OIL",13691,"5600 BALTIMORE DR","LA MESA",91942,"619 726-5151","HOLLAK, DAVID",36,0,NA,NA,NA,NA,NA,-117.033567646923,32.781268012215
"320","ENCON-LA JOLLA SHORES/KA MANAGEMENT INC",10685,"2204 TORREY PINES RD","LA JOLLA",92037,"619-541-2950",NA,40,0,10,"LA JOLLA",5718.59815526,249104798.017,87358.6662548,-117.253802637955,32.8508319872532
"321","EXXON",11889,"9111 CAMPO RD","SPRING VALLEY",91977,NA,NA,26,0,NA,NA,NA,NA,NA,-117.00121775629,32.7510348315737
"322","EXXON #1017/NEW WEST PETROLEUM SD1",2733,"695 EL CAJON BLVD","EL CAJON",92020,"916-443-0890",NA,22,0,NA,NA,NA,NA,NA,-116.974116743659,32.7878842363833
"323","EXXON #1023/NEW WEST PETROLEUM SD1",3061,"6085 LAKE MURRAY BLVD","LA MESA",91942,"916-443-0890",NA,28,0,NA,NA,NA,NA,NA,-117.021542969909,32.7891467218248
"324","EXXON #1025/NEW WEST PETROLEUM SD1",5903,"3865 MISSION AVE","OCEANSIDE",92054,"916-443-0890",NA,34,0,NA,NA,NA,NA,NA,-117.328068911604,33.2266227233725
"325","EXXON #1026/NEW WEST PETROLEUM S2",7613,"8815 LAKE MURRAY BLVD","SAN DIEGO",92119,"916-443-0890",NA,28,0,20,"NAVAJO",9087.30876031,395843630.815,113466.64168,-117.009509993808,32.8032918623709
"326","EXXON #1028/NEW WEST PETROLEUM SD1",2015,"2405 UNIVERSITY AVE","SAN DIEGO",92104,"916-443-0890",NA,28,0,28,"GREATER NORTH PARK",2253.69411336,98171624.1502,50884.2009183,-117.138594876211,32.7482144614317
"327","EXXON #1029/NEW WEST PETROLEUM",4750,"3252 UNIVERSITY AVE","SAN DIEGO",92104,"916-443-0890",NA,28,0,28,"GREATER NORTH PARK",2253.69411336,98171624.1502,50884.2009183,-117.123668307493,32.7487491433398
"328","EXXON #1030/NEW WEST PETROLEUM S2",2134,"4357 EL CAJON BLVD","SAN DIEGO",92105,"916-443-0890",NA,22,0,56,"MID-CITY:CITY HEIGHTS",2935.50927873,127870892.422,53479.7643387,-117.100501500316,32.7546763582385
"329","EXXON #1031/NEW WEST PETROLEUMSD1",3057,"7737 BALBOA AVE","SAN DIEGO",92111,"916-443-0890",NA,28,0,50,"KEARNY MESA",4422.62522793,192654079.159,85207.8673967,-117.156460065088,32.8213633751157
"330","EXXON #1032/NEW WEST PETROLEUM SD2",3117,"3860 KEARNY MESA RD","SAN DIEGO",92111,"916-443-0890",NA,32,0,50,"KEARNY MESA",4422.62522793,192654079.159,85207.8673967,-117.152108903037,32.8139907403724
"331","EXXON #1033/NEW WEST PETROLEUM SD1",1984,"6949 LINDA VISTA RD","SAN DIEGO",92111,"916-443-0890",NA,32,0,12,"LINDA VISTA",2732.27635866,119018237.81,61745.5248429,-117.170020006132,32.7860758547143
"332","EXXON #1034/NEW WEST PETROLEUM SD2",3304,"1025 EUCLID AVE","SAN DIEGO",92114,"916-443-0890",NA,28,0,11,"ENCANTO NEIGHBORHOODS,SOUTHEASTERN",3810.65246109,165991994.197,65747.9107336,-117.084638788897,32.7164427651539
"333","EXXON #1037/NEW WEST PETROLEUM SD2",2725,"6953 NAVAJO RD","SAN DIEGO",92119,"916-443-0890",NA,20,0,20,"NAVAJO",9087.30876031,395843630.815,113466.64168,-117.045490677446,32.8037987818109
"334","EXXON #1038/NEW WEST PETROLEUM SD1",1987,"3918 GOVERNOR DR","SAN DIEGO",92122,"916-443-0890",NA,28,0,99,"UNIVERSITY",8676.16635746,377944307.934,116391.386355,-117.20424746515,32.8550304502096
"335","EXXON #1039/NEW WEST PETROLEUM SD1",5234,"12929 RANCHO PENASQUITOS BLVD","SAN DIEGO",92129,"916-443-0890",NA,42,0,29,"RANCHO PENASQUITOS",6456.34490358,281238503.825,93268.9199605,-117.107103889465,32.9522229506269
"336","EXXON #1042/NEW WEST PETROLEUM SD2",2113,"108 W SAN YSIDRO BLVD","SAN DIEGO",92173,"916-443-0890",NA,24,0,33,"SAN YSIDRO",1862.29010478,81121357.007,44119.18566,-117.044945733271,32.5520192083472
"337","EXXON #57/ WORLD OIL",3687,"4415 EL CAJON BLVD","SAN DIEGO",92115,"562-928-0100",NA,48,0,56,"MID-CITY:CITY HEIGHTS",2935.50927873,127870892.422,53479.7643387,-117.099452280615,32.7548203211901
"338","EXXON /APRO",12100,"235 S 47TH ST","SAN DIEGO",92102,NA,NA,36,0,11,"ENCANTO NEIGHBORHOODS,SOUTHEASTERN",3810.65246109,165991994.197,65747.9107336,-117.08901367267,32.7057197194264
"339","EXXON /APRO LLC #21",12097,"1202 S MAIN ST","FALLBROOK",92028,NA,NA,28,0,NA,NA,NA,NA,NA,-117.250930479462,33.3711651776909
"340","EXXON /APRO LLC #23",12099,"12462 POWY RD","POWY",92064,NA,NA,38,0,NA,NA,NA,NA,NA,-117.060540825149,32.9526351619452
"341","EXXON APRO #30 /UNITED OIL GAS",14520,"485 MELROSE DR","VISTA",92083,"310 323-3992","UNITED OIL COMPANY /JEFF APP",24,0,NA,NA,NA,NA,NA,-117.253932207689,33.2044376837765
"342","EXXON -APRO LLC #20",12096,"710 N SECOND ST","EL CAJON",92021,NA,NA,28,0,NA,NA,NA,NA,NA,-116.936143393948,32.8042559917627
"343","EXXON/APRO LLC #18",12094,"303 S ESCONDIDO","ESCONDIDO",92025,NA,NA,28,0,NA,NA,NA,NA,NA,-117.082995673911,33.1181263605328
"344","EXXON/APRO LLC #26/REGENT GAS",12102,"3010 MARKET ST","SAN DIEGO",92102,NA,NA,34,0,37,"SOUTHEASTERN SAN DIEGO,SOUTHEASTERN",2928.98056395,127586393.366,62401.1417428,-117.129845237398,32.7119992784244
"345","EXXON-APRO LLC",14275,"102 W MISSION AVE","ESCONDIDO",92025,"310 323-3992",NA,56,0,NA,NA,NA,NA,NA,-117.085829901733,33.1305598517744
"346","EXXON-E. VISTA #1NEW WEST PETROLEUM LLC",3536,"911 E VISTA WY","VISTA",92083,"916-443-0890",NA,28,0,NA,NA,NA,NA,NA,-117.231616193669,33.2107842334226
"347","EXXON-ENCINITAS-NEW WEST PETROLEUM LLC",4398,"325 ENCINITAS BLVD","ENCINITAS",92024,"916-443-0890",NA,28,0,NA,NA,NA,NA,NA,-117.284993352153,33.047890410411
"348","EXXON-IMPERIAL#1035/NEW WEST PETROLEUM",2279,"5109 IMPERIAL AVE","SAN DIEGO",92114,"916-443-0890",NA,28,0,11,"ENCANTO NEIGHBORHOODS,SOUTHEASTERN",3810.65246109,165991994.197,65747.9107336,-117.08459230458,32.7043228939391
"349","EXXON-MELROSE EXXON #1016",2178,"1498 MELROSE AVE","CHULA VISTA",91911,"916-443-0890","NEW WEST PETROLEUM",36,0,NA,NA,NA,NA,NA,-117.03953280444,32.6048315381041
"350","EXXONMOBIL OIL CORP #10682",2809,"1809 W WASHINGTON ST","SAN DIEGO",92103,"619-543-0633",NA,38,0,42,"UPTOWN",2646.93163314,115753599.083,61250.8361473,-117.181304160277,32.7428301809451
"351","EXXONMOBIL OIL CORP #10910",11487,"8380 CLAIREMONT MESA BLVD","SAN DIEGO",92111,"858-279-9343",NA,38,0,50,"KEARNY MESA",4422.62522793,192654079.159,85207.8673967,-117.143882411423,32.8332413777408
"352","EXXONMOBIL OIL CORP #11323",2555,"501 W FELICITA AVE","ESCONDIDO",92025,"760-747-1254",NA,24,0,NA,NA,NA,NA,NA,-117.075872664517,33.1029015396961
"353","EXXONMOBIL OIL CORP #11464",2883,"11898 RANCHO BERNARDO RD","SAN DIEGO",92128,"858-487-4496",NA,48,0,31,"RANCHO BERNARDO",6582.52496453,286763101.68,82435.4989635,-117.074840006748,33.0232635993334
"354","EXXONMOBIL OIL CORP #13203",4163,"13556 POWY RD","POWY",92064,"858-748-7489",NA,24,0,NA,NA,NA,NA,NA,-117.037022782649,32.9567486758419
"355","EXXONMOBIL OIL CORP #17966",11132,"2903 JAMACHA RD","EL CAJON",92019,"619 670 7814",NA,40,0,NA,NA,NA,NA,NA,-116.93883051417,32.7402624542
"356","EXXONMOBIL OIL CORP. #10215",14753,"10496 CLAIREMONT MESA BLVD","SAN DIEGO",92124,"303 986-8011",NA,42,0,47,"TIERRASANTA",7247.00443508,315690085.394,100491.414085,-117.103659103948,32.829797289205
"357","EXXONMOBIL OIL CORP. #10510",13986,"2780 GARNET AVE","SAN DIEGO",92109,"858 273-7624","ODISH, PAUL",18,0,27,"PACIFIC BEACH",2609.08329077,113649440.618,60036.3387182,-117.219444651756,32.8062205158266
"358","EXXONMOBIL OIL CORP. #10637",11414,"9790 MIRAMAR RD","SAN DIEGO",92126,"858-536-8862",NA,36,0,15,"MIRA MESA",10729.0159538,467349981.008,107975.395374,-117.118717925274,32.8942065932914
"359","EXXONMOBIL OIL CORP. #10988",14806,"6066 BALBOA AVE","SAN DIEGO",92111,"858 279-2062",NA,30,0,6,"CLAIREMONT MESA",8539.17388935,371970138.828,91823.2606488,-117.176558818566,32.820583411236
"360","EXXONMOBIL OIL CORP. #11123",2077,"2004 E VALLEY PKWY","ESCONDIDO",92027,"760-745-4488",NA,24,0,NA,NA,NA,NA,NA,-117.051696885744,33.1380103590161
"361","EXXONMOBIL OIL CORP. #11268",3199,"3861 GOVERNOR DR","SAN DIEGO",92122,"858-450-9474",NA,36,0,99,"UNIVERSITY",8676.16635746,377944307.934,116391.386355,-117.204981213521,32.8542280367198
"362","EXXONMOBIL OIL CORP. #11462",2882,"9750 MAGNOLIA AVE","SANTEE",92071,"619-449-4224",NA,32,0,NA,NA,NA,NA,NA,-116.971510524038,32.8548221913018
"363","EXXONMOBIL OIL CORP. #11686",2811,"3233 LA JOLLA VILLAGE DR","LA JOLLA",92037,"453-8153",NA,50,0,99,"UNIVERSITY",8676.16635746,377944307.934,116391.386355,-117.233327410141,32.8712358664514
"364","EXXONMOBIL OIL CORP. #12099",11398,"1407 MISSION AVE","OCEANSIDE",92054,"760-439-3555",NA,32,0,NA,NA,NA,NA,NA,-117.369868341983,33.2009703419228
"365","EXXONMOBIL OIL CORP. #12268",2844,"5900 SEVERIN DR","LA MESA",91942,"619-460-3145",NA,24,0,NA,NA,NA,NA,NA,-116.99893505051,32.786109732326
"366","EXXONMOBIL OIL CORP. #12625",2241,"902 3RD AVE","CHULA VISTA",91911,"585-9333",NA,24,0,NA,NA,NA,NA,NA,-117.072048297476,32.6202202383522
"367","EXXONMOBIL OIL CORP. #12721",2014,"5494 MISSION CENTER RD","SAN DIEGO",92108,"619-297-1534",NA,24,0,19,"MISSION VALLEY",3215.64828623,140082535.581,89502.8557087,-117.154479586887,32.7740230310378
"368","EXXONMOBIL OIL CORP. #12743",3544,"3724 DEL SOL BLVD","SAN DIEGO",92154,"690-1155",NA,24,0,25,"OTAY MESA-NESTOR",5367.82083453,233822275.552,95210.7085828,-117.054529470024,32.573649249873
"369","EXXONMOBIL OIL CORP. #13069",4123,"3927 EL CAJON BLVD","SAN DIEGO",92105,"619-280-5089",NA,48,0,56,"MID-CITY:CITY HEIGHTS",2935.50927873,127870892.422,53479.7643387,-117.109866599625,32.754749204257
"370","EXXONMOBIL OIL CORP. #15979",5013,"12849 RANCHO PENASQUITOS BLVD","SAN DIEGO",92129,"619-541-2950",NA,52,0,29,"RANCHO PENASQUITOS",6456.34490358,281238503.825,93268.9199605,-117.106815467077,32.9502247320137
"371","EXXONMOBIL OIL CORP. #17855",4296,"120 W SAN YSIDRO BLVD","SAN YSIDRO",92173,"619-428-5977",NA,36,0,33,"SAN YSIDRO",1862.29010478,81121357.007,44119.18566,-117.045526301965,32.552344231189
"372","EXXONMOBIL OIL CORP. #17970",11131,"10555 SCRIPPS POWYY PKWY","SAN DIEGO",92131,"858-566-9629",NA,38,0,9,"MIRAMAR RANCH NORTH",1894.01237496,82503119.1815,50714.3797568,-117.100258226744,32.9369147175938
"373","E-Z GAS INC",5117,"1158 E WASHINGTON AVE","ESCONDIDO",92025,"744-7788",NA,24,0,NA,NA,NA,NA,NA,-117.068664676448,33.1330817550726
"374","EZ-HAUL TRUCK RENTAL",5585,"5624 KEARNY VILLA RD","SAN DIEGO",92123,"858-277-1440",NA,2,0,50,"KEARNY MESA",4422.62522793,192654079.159,85207.8673967,-117.136221644665,32.8372417467174
"375","FALLBROOK OIL CO.",3574,"1208 S MAIN ST","FALLBROOK",92028,"760-728-7703",NA,15,0,NA,NA,NA,NA,NA,-117.250885619868,33.3708230333983
"376","FAST FUEL CAR CARE CENTER",2341,"4505 CLAIREMONT MESA BLVD","SAN DIEGO",92117,"619-571-9090",NA,18,0,6,"CLAIREMONT MESA",8539.17388935,371970138.828,91823.2606488,-117.194357230079,32.8341894953273
"377","FILL N GO",4181,"404 TELEGRAPH CANYON RD","CHULA VISTA",91911,"619 827 8222",NA,28,0,NA,NA,NA,NA,NA,-117.045875213224,32.6283235188601
"378","FILL N GO /CALIFORNIA FINEST OIL",14754,"10821 TIERRASANTA BLVD","SAN DIEGO",92124,"858 279-0690",NA,24,0,47,"TIERRASANTA",7247.00443508,315690085.394,100491.414085,-117.098403129742,32.8213440710603
"379","GAS DEPOT",11456,"490 N 2ND ST","EL CAJON",92021,"619-447-5916",NA,18,0,NA,NA,NA,NA,NA,-116.936104977154,32.7999517683038
"380","GAS DEPOT AUTO CARE",11997,"1619 G ST","SAN DIEGO",92101,"619 235 6742",NA,18,0,4,"DOWNTOWN",1516.21502084,66053186.5307,55781.5643997,-117.148842079352,32.7123903345303
"381","GAS DEPOT STATION",11582,"199 BRDWY","CHULA VISTA",91910,"619-427-8808",NA,24,0,NA,NA,NA,NA,NA,-117.093376266849,32.6418362336542
"382","GASCO",11314,"899 3RD AVE","CHULA VISTA",91911,"619 422 9286",NA,44,0,NA,NA,NA,NA,NA,-117.071566884154,32.6210112472028
"383","GIBBS FLYING SERVICE-STATIONARY METERS",13487,"8906 AERO DR","SAN DIEGO",92123,NA,NA,1,0,50,"KEARNY MESA",4422.62522793,192654079.159,85207.8673967,-117.135902090557,32.8090501393023
"384","GLACIER WATER",16104,"907 S COAST HIGHWY","OCEANSIDE",92054,NA,NA,1,0,NA,NA,NA,NA,NA,-117.372620125777,33.1872386513566
"385","GOLDEN STATE GASOLINE INC",11387,"2404 EL CAJON BLVD","SAN DIEGO",92104,"619 593 6652",NA,24,0,28,"GREATER NORTH PARK",2253.69411336,98171624.1502,50884.2009183,-117.1385273132,32.7557056858296
"386","GOLDEN STATE GASOLINE, INC.",4952,"1943 S COAST HWY","OCEANSIDE",92054,"619-593-6652",NA,24,0,NA,NA,NA,NA,NA,-117.359993597591,33.1721963541256
"387","GOLDEN STATE GASOLINE, INC.",2649,"181 N 2ND ST","EL CAJON",92021,"619-593-6652",NA,36,0,NA,NA,NA,NA,NA,-116.935316834531,32.7961110335683
"388","GOLDEN STATE GASOLINE, INC.",2521,"225 W WASHINGTON","ESCONDIDO",92025,"619-593-6652",NA,18,0,NA,NA,NA,NA,NA,-117.086218657222,33.1259370711273
"389","GREYHOUND LINES INC./TAX DEPARTMENT",8118,"120 W BRDWY","SAN DIEGO",92101,"619-239-1289",NA,1,0,4,"DOWNTOWN",1516.21502084,66053186.5307,55781.5643997,-117.164423093078,32.7161591127361
"390","HARBOR ISLAND FUEL DOCK",8243,"2040 HARBOR ISLAND DR","SAN DIEGO",92101,"619-291-6443",NA,9,0,NA,NA,NA,NA,NA,-117.211116716389,32.7259165929405
"391","HAWTHORNE  LIFT SYSTEMS",12062,"10930 WILLOW CT","SAN DIEGO",92127,"858-674-7000",NA,2,0,NA,NA,NA,NA,NA,-117.099105681933,33.0139954764846
"392","HAWTHORNE POWER SYSTEMS",0,"8050 OTHELLO","SAN DIEGO",92111,NA,NA,1,0,50,"KEARNY MESA",4422.62522793,192654079.159,85207.8673967,-117.15083226754,32.8180544765275
"393","HAWTHORNE RENT-IT SERVICE",2737,"12329 MAPLEVIEW","LAKESIDE",92040,"561-8700",NA,3,0,NA,NA,NA,NA,NA,-116.925327185864,32.8617455960347
"394","HAWTHORNE RENT-IT SERVICE",2738,"7625 CARROLL RD","SAN DIEGO",92121,"566-9966",NA,2,0,15,"MIRA MESA",10729.0159538,467349981.008,107975.395374,-117.158225810222,32.8841371662882
"395","HAWTHORNE RENT-IT SERVICE",2739,"530 ANDREASEN DR","ESCONDIDO",92029,"745-8775",NA,1,0,NA,NA,NA,NA,NA,-117.107461888932,33.1216022146302
"396","HAWTHORNE RENT-IT SERVICE",2740,"2065 CAM VIDA ROBLE","CARLSBAD",92009,"431-7000",NA,1,0,NA,NA,NA,NA,NA,-117.276224181136,33.1178429887729
"397","HAZARD CENTER AUTOMART",14407,"7698 FRIARS RD","SAN DIEGO CA",92108,"619 296-2566",NA,24,0,19,"MISSION VALLEY",3215.64828623,140082535.581,89502.8557087,-117.158003433662,32.7728029231592
"398","HERTZ EQUIPMENT RENTAL",6890,"8014 MIRAMAR RD","SAN DIEGO",92126,"566-5500",NA,1,0,15,"MIRA MESA",10729.0159538,467349981.008,107975.395374,-117.146983078338,32.8884859940446
"399","HERTZ EQUIPMENT RENTAL",0,"415 W 30TH ST","NATIONAL CITY",91950,NA,NA,2,0,NA,NA,NA,NA,NA,-117.104710583059,32.6562870162411
"400","HIGH SEAS FUEL DOCK",10896,"2540 SHELTER ISLAND DR","SAN DIEGO",92106,"619-523-2980",NA,20,0,NA,NA,NA,NA,NA,-117.226510171662,32.7208053731616
"401","HIGHLAND SERVICE STATION",15311,"1803 HIGHLAND AVE","NATIONAL CITY",91950,"619 454-4488",NA,24,0,NA,NA,NA,NA,NA,-117.094874027166,32.6693315222957
"402","HOMELAND PETROLEUM-MIRA MESA",4216,"8340 MIRA MESA BLVD","SAN DIEGO",92126,"566-8275",NA,38,0,15,"MIRA MESA",10729.0159538,467349981.008,107975.395374,-117.144264245294,32.9132859328486
"403","J ST LIQUOR",2784,"701 BRDWY","CHULA VISTA",91910,"619-426-5152",NA,8,0,NA,NA,NA,NA,NA,-117.086337614633,32.6239341531876
"404","J.R. GAS",15014,"505 S 30TH ST","SAN DIEGO",92113,"619 239-4550",NA,24,0,37,"SOUTHEASTERN SAN DIEGO,SOUTHEASTERN",2928.98056395,127586393.366,62401.1417428,-117.129212671915,32.7008943290177
